Ks2c,3223,4,1,0.00124108,,0.999312242,0.005502063,,0.000687758,-0.004260984
KsAd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsKd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsQd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsJd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsTd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks9d,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks8d,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks7d,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks6d,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks5d,3223,3191,1,0.990071362,,0.999312242,0.975240715,,0.000687758,0.014830647
Ks4d,3223,7,1,0.00217189,,0.999312242,0.009628611,,0.000687758,-0.007456721
Ks3d,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
Ks2d,3223,4,1,0.00124108,,0.999312242,0.005502063,,0.000687758,-0.004260984
KsAh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsKh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsQh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsJh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
KsTh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks9h,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks8h,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks7h,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks6h,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ks5h,3223,3191,1,0.990071362,,0.999312242,0.975240715,,0.000687758,0.014830647
Ks4h,3223,7,1,0.00217189,,0.999312242,0.009628611,,0.000687758,-0.007456721
Ks3h,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
Ks2h,3223,4,1,0.00124108,,0.999312242,0.005502063,,0.000687758,-0.004260984
QsJs,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsTs,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs9s,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs8s,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs7s,3223,3190,1,0.989761092,,0.999312242,0.967675378,,0.000687758,0.022085714
Qs6s,3223,867,1,0.269004034,,0.999312242,0.010316369,,0.000687758,0.258687665
Qs5s,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
Qs4s,3223,4,1,0.00124108,,0.999312242,0.005502063,,0.000687758,-0.004260984
Qs3s,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
Qs2s,3223,3,1,9.31E-04,,0.999312242,0.00343879,,0.000687758,-0.00250798
QsAc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsKc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsQc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsJc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsTc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs9c,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs8c,3223,28,1,0.008687558,,0.999312242,0.010316369,,0.000687758,-0.00162881
Qs7c,3223,4,1,0.00124108,,0.999312242,0.004814305,,0.000687758,-0.003573226
Qs6c,147,3,0.04560968,9.31E-04,,0.145116919,0.004126547,,-0.099507238,-0.003195738
Qs5c,4,2,0.00124108,6.21E-04,,0.006189821,0.00343879,,-0.004948741,-0.00281825
Qs4c,3,2,9.31E-04,6.21E-04,,0.004126547,0.002751032,,-0.003195738,-0.002130492
Qs3c,2,1,6.21E-04,3.10E-04,,0.00343879,0.002063274,,-0.00281825,-0.001753004
Qs2c,1,1,3.10E-04,3.10E-04,,0.002751032,0.001375516,,-0.002440762,-0.001065246
QsAd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsKd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsQd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsJd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsTd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs9d,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs8d,3223,28,1,0.008687558,,0.999312242,0.010316369,,0.000687758,-0.00162881
Qs7d,3223,4,1,0.00124108,,0.999312242,0.004814305,,0.000687758,-0.003573226
Qs6d,147,3,0.04560968,9.31E-04,,0.145116919,0.004126547,,-0.099507238,-0.003195738
Qs5d,4,2,0.00124108,6.21E-04,,0.006189821,0.00343879,,-0.004948741,-0.00281825
Qs4d,3,2,9.31E-04,6.21E-04,,0.004126547,0.002751032,,-0.003195738,-0.002130492
Qs3d,2,1,6.21E-04,3.10E-04,,0.00343879,0.002063274,,-0.00281825,-0.001753004
Qs2d,1,1,3.10E-04,3.10E-04,,0.002751032,0.001375516,,-0.002440762,-0.001065246
QsAh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsKh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsQh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsJh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
QsTh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs9h,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Qs8h,3223,28,1,0.008687558,,0.999312242,0.010316369,,0.000687758,-0.00162881
Qs7h,3223,4,1,0.00124108,,0.999312242,0.004814305,,0.000687758,-0.003573226
Qs6h,147,3,0.04560968,9.31E-04,,0.145116919,0.004126547,,-0.099507238,-0.003195738
Qs5h,4,2,0.00124108,6.21E-04,,0.006189821,0.00343879,,-0.004948741,-0.00281825
Qs4h,3,2,9.31E-04,6.21E-04,,0.004126547,0.002751032,,-0.003195738,-0.002130492
Qs3h,2,1,6.21E-04,3.10E-04,,0.00343879,0.002063274,,-0.00281825,-0.001753004
Qs2h,1,1,3.10E-04,3.10E-04,,0.002751032,0.001375516,,-0.002440762,-0.001065246
JsTs,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Js9s,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Js8s,3223,3172,1,0.984176233,,0.999312242,0.93741403,,0.000687758,0.046762203
Js7s,3223,4,1,0.00124108,,0.999312242,0.005502063,,0.000687758,-0.004260984
Js6s,3223,2,1,6.21E-04,,0.999312242,0.00343879,,0.000687758,-0.00281825
Js5s,3222,2,0.99968973,6.21E-04,,0.998624484,0.002751032,,0.001065246,-0.002130492
Js4s,3213,2,0.996897301,6.21E-04,,0.985557084,0.002751032,,0.011340217,-0.002130492
Js3s,3203,1,0.993794601,3.10E-04,,0.972489684,0.002063274,,0.021304918,-0.001753004
Js2s,1,1,3.10E-04,3.10E-04,,0.002751032,0.001375516,,-0.002440762,-0.001065246
JsAc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsKc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsQc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsJc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsTc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Js9c,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
Js8c,3223,3,1,9.31E-04,,0.999312242,0.004126547,,0.000687758,-0.003195738
Js7c,3,2,9.31E-04,6.21E-04,,0.00343879,0.002751032,,-0.00250798,-0.002130492
Js6c,2,1,6.21E-04,3.10E-04,,0.002063274,0.001375516,,-0.001442734,-0.001065246
Js5c,1,1,3.10E-04,3.10E-04,,0.002063274,0.001375516,,-0.001753004,-0.001065246
Js4c,1,1,3.10E-04,3.10E-04,,0.001375516,0.001375516,,-0.001065246,-0.001065246
Js3c,1,1,3.10E-04,3.10E-04,,0.001375516,6.88E-04,,-0.001065246,-0.000377488
Js2c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
JsAd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsKd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsQd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsJd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsTd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Js9d,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
Js8d,3223,3,1,9.31E-04,,0.999312242,0.004126547,,0.000687758,-0.003195738
Js7d,3,2,9.31E-04,6.21E-04,,0.00343879,0.002751032,,-0.00250798,-0.002130492
Js6d,2,1,6.21E-04,3.10E-04,,0.002063274,0.001375516,,-0.001442734,-0.001065246
Js5d,1,1,3.10E-04,3.10E-04,,0.002063274,0.001375516,,-0.001753004,-0.001065246
Js4d,1,1,3.10E-04,3.10E-04,,0.001375516,0.001375516,,-0.001065246,-0.001065246
Js3d,1,1,3.10E-04,3.10E-04,,0.001375516,6.88E-04,,-0.001065246,-0.000377488
Js2d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
JsAh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsKh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsQh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsJh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
JsTh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Js9h,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
Js8h,3223,3,1,9.31E-04,,0.999312242,0.004126547,,0.000687758,-0.003195738
Js7h,3,2,9.31E-04,6.21E-04,,0.00343879,0.002751032,,-0.00250798,-0.002130492
Js6h,2,1,6.21E-04,3.10E-04,,0.002063274,0.001375516,,-0.001442734,-0.001065246
Js5h,1,1,3.10E-04,3.10E-04,,0.002063274,0.001375516,,-0.001753004,-0.001065246
Js4h,1,1,3.10E-04,3.10E-04,,0.001375516,0.001375516,,-0.001065246,-0.001065246
Js3h,1,1,3.10E-04,3.10E-04,,0.001375516,6.88E-04,,-0.001065246,-0.000377488
Js2h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts9s,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ts8s,3223,5,1,0.00155135,,0.999312242,0.006189821,,0.000687758,-0.004638472
Ts7s,3223,3,1,9.31E-04,,0.999312242,0.00343879,,0.000687758,-0.00250798
Ts6s,3219,2,0.99875892,6.21E-04,,0.993122421,0.002063274,,0.005636499,-0.001442734
Ts5s,3203,1,0.993794601,3.10E-04,,0.972489684,0.001375516,,0.021304918,-0.001065246
Ts4s,3195,1,0.991312442,3.10E-04,,0.963548831,0.001375516,,0.027763611,-0.001065246
Ts3s,1,1,3.10E-04,3.10E-04,,0.001375516,6.88E-04,,-0.001065246,-0.000377488
Ts2s,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
TsAc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsKc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsQc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsJc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsTc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ts9c,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
Ts8c,3218,2,0.99844865,6.21E-04,,0.991746905,0.002751032,,0.006701745,-0.002130492
Ts7c,125,1,0.038783742,3.10E-04,,0.025447043,0.002063274,,0.013336699,-0.001753004
Ts6c,1,1,3.10E-04,3.10E-04,,0.001375516,0.001375516,,-0.001065246,-0.001065246
Ts5c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts4c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts3c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts2c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
TsAd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsKd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsQd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsJd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsTd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ts9d,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
Ts8d,3218,2,0.99844865,6.21E-04,,0.991746905,0.002751032,,0.006701745,-0.002130492
Ts7d,125,1,0.038783742,3.10E-04,,0.025447043,0.002063274,,0.013336699,-0.001753004
Ts6d,1,1,3.10E-04,3.10E-04,,0.001375516,0.001375516,,-0.001065246,-0.001065246
Ts5d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts4d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts3d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts2d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
TsAh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsKh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsQh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsJh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
TsTh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
Ts9h,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
Ts8h,3218,2,0.99844865,6.21E-04,,0.991746905,0.002751032,,0.006701745,-0.002130492
Ts7h,125,1,0.038783742,3.10E-04,,0.025447043,0.002063274,,0.013336699,-0.001753004
Ts6h,1,1,3.10E-04,3.10E-04,,0.001375516,0.001375516,,-0.001065246,-0.001065246
Ts5h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts4h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts3h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
Ts2h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s8s,3223,4,1,0.00124108,,0.999312242,0.004814305,,0.000687758,-0.003573226
9s7s,3223,2,1,6.21E-04,,0.999312242,0.002751032,,0.000687758,-0.002130492
9s6s,3216,1,0.99782811,3.10E-04,,0.993122421,0.001375516,,0.00470569,-0.001065246
9s5s,3205,1,0.994415141,3.10E-04,,0.977991747,6.88E-04,,0.016423394,-0.000377488
9s4s,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s3s,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s2s,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9sAc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sKc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sQc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sJc,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
9sTc,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
9s9c,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9s8c,3215,1,0.997517841,3.10E-04,,0.989683631,0.002063274,,0.007834209,-0.001753004
9s7c,3197,1,0.991932982,3.10E-04,,0.965612105,0.001375516,,0.026320877,-0.001065246
9s6c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s5c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s4c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s3c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s2c,1,1,3.10E-04,3.10E-04,,6.88E-04,0,,-0.000377488,0.00031027
9sAd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sKd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sQd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sJd,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
9sTd,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
9s9d,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9s8d,3215,1,0.997517841,3.10E-04,,0.989683631,0.002063274,,0.007834209,-0.001753004
9s7d,3197,1,0.991932982,3.10E-04,,0.965612105,0.001375516,,0.026320877,-0.001065246
9s6d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s5d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s4d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s3d,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s2d,1,1,3.10E-04,3.10E-04,,6.88E-04,0,,-0.000377488,0.00031027
9sAh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sKh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sQh,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9sJh,3223,5,1,0.00155135,,0.999312242,0.007565337,,0.000687758,-0.006013987
9sTh,3223,3,1,9.31E-04,,0.999312242,0.004814305,,0.000687758,-0.003883496
9s9h,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
9s8h,3215,1,0.997517841,3.10E-04,,0.989683631,0.002063274,,0.007834209,-0.001753004
9s7h,3197,1,0.991932982,3.10E-04,,0.965612105,0.001375516,,0.026320877,-0.001065246
9s6h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s5h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s4h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s3h,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
9s2h,1,1,3.10E-04,3.10E-04,,6.88E-04,0,,-0.000377488,0.00031027
8s7s,3223,2,1,6.21E-04,,0.999312242,0.002063274,,0.000687758,-0.001442734
8s6s,3217,1,0.99813838,3.10E-04,,0.99656121,0.001375516,,0.00157717,-0.001065246
8s5s,3209,1,0.995656221,3.10E-04,,0.985557084,0,,0.010099137,0.00031027
8s4s,3164,1,0.981694074,3.10E-04,,0.930536451,0,,0.051157623,0.00031027
8s3s,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
8s2s,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
8sAc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
8sKc,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
8sQc,3223,28,1,0.008687558,,0.999312242,0.010316369,,0.000687758,-0.00162881
8sJc,3223,3,1,9.31E-04,,0.999312242,0.004126547,,0.000687758,-0.003195738
8sTc,3218,2,0.99844865,6.21E-04,,0.991746905,0.002751032,,0.006701745,-0.002130492
8s9c,3215,1,0.997517841,3.10E-04,,0.989683631,0.002063274,,0.007834209,-0.001753004
8s8c,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
8s7c,3204,1,0.994104871,3.10E-04,,0.977991747,6.88E-04,,0.016113124,-0.000377488
8s6c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
8s5c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
8s4c,1,1,3.10E-04,3.10E-04,,0.001375516,0,,-0.001065246,0.00031027
8s3c,1,1,3.10E-04,3.10E-04,,6.88E-04,0,,-0.000377488,0.00031027
8s2c,1,1,3.10E-04,3.10E-04,,6.88E-04,0,,-0.000377488,0.00031027
8sAd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
8sKd,3223,3223,1,1,,0.999312242,0.999312242,,0.000687758,0.000687758
8sQd,3223,28,1,0.008687558,,0.999312242,0.010316369,,0.000687758,-0.00162881
