Program Duration,0.38764630333333333,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,76.0,76.0,0.987012987012987,0.987012987012987
AsQs,76.0,76.0,0.987012987012987,0.987012987012987
AsJs,76.0,76.0,0.987012987012987,0.987012987012987
AsTs,76.0,76.0,0.987012987012987,0.987012987012987
As9s,76.0,76.0,0.987012987012987,0.987012987012987
As8s,76.0,76.0,0.987012987012987,0.987012987012987
As7s,76.0,76.0,0.987012987012987,0.987012987012987
As6s,76.0,76.0,0.987012987012987,0.987012987012987
As5s,76.0,76.0,0.987012987012987,0.987012987012987
As4s,76.0,76.0,0.987012987012987,0.987012987012987
As3s,76.0,76.0,0.987012987012987,0.987012987012987
As2s,76.0,76.0,0.987012987012987,0.987012987012987
AsAc,76.0,76.0,0.987012987012987,0.987012987012987
AsKc,76.0,76.0,0.987012987012987,0.987012987012987
AsQc,76.0,76.0,0.987012987012987,0.987012987012987
AsJc,76.0,76.0,0.987012987012987,0.987012987012987
AsTc,76.0,76.0,0.987012987012987,0.987012987012987
As9c,76.0,76.0,0.987012987012987,0.987012987012987
As8c,76.0,76.0,0.987012987012987,0.987012987012987
As7c,76.0,76.0,0.987012987012987,0.987012987012987
As6c,76.0,76.0,0.987012987012987,0.987012987012987
As5c,76.0,76.0,0.987012987012987,0.987012987012987
As4c,76.0,76.0,0.987012987012987,0.987012987012987
As3c,76.0,76.0,0.987012987012987,0.987012987012987
As2c,76.0,76.0,0.987012987012987,0.987012987012987
AsAd,76.0,76.0,0.987012987012987,0.987012987012987
AsKd,76.0,76.0,0.987012987012987,0.987012987012987
AsQd,76.0,76.0,0.987012987012987,0.987012987012987
AsJd,76.0,76.0,0.987012987012987,0.987012987012987
AsTd,76.0,76.0,0.987012987012987,0.987012987012987
As9d,76.0,76.0,0.987012987012987,0.987012987012987
As8d,76.0,76.0,0.987012987012987,0.987012987012987
As7d,76.0,76.0,0.987012987012987,0.987012987012987
As6d,76.0,76.0,0.987012987012987,0.987012987012987
As5d,76.0,76.0,0.987012987012987,0.987012987012987
