Program Duration,5.808125355,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsQs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsJs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsTs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As9s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As8s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As7s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As6s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As5s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As4s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As3s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As2s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsAc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsKc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsQc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsJc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsTc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As9c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As8c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As7c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As6c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As5c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As4c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As3c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As2c,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsAd,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsKd,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsQd,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsJd,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsTd,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As9d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As8d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As7d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As6d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As5d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As4d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As3d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As2d,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsAh,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsKh,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsQh,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsJh,1453.0,1453.0,0.9993122420907841,0.9993122420907841
AsTh,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As9h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As8h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As7h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As6h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As5h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As4h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As3h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
As2h,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsQs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsJs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsTs,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks9s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks8s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks7s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks6s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks5s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks4s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks3s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
Ks2s,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsAc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsKc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsQc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsJc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
KsTc,1453.0,1453.0,0.9993122420907841,0.9993122420907841
