Program Duration,226.05639814166668,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsQs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsJs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsTs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As9s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As8s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As7s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As6s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As5s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As4s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As3s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As2s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsAc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsKc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsQc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsJc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsTc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As9c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As8c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As7c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As6c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As5c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As4c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As3c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As2c,30720.0,30600.0,0.9999674489762703,0.9960613261287068
AsAd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsKd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsQd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsJd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsTd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As9d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As8d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As7d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As6d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As5d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As4d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As3d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As2d,30720.0,30600.0,0.9999674489762703,0.9960613261287068
AsAh,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsKh,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsQh,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsJh,30720.0,30720.0,0.9999674489762703,0.9999674489762703
AsTh,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As9h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As8h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As7h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As6h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As5h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As4h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As3h,30720.0,30720.0,0.9999674489762703,0.9999674489762703
As2h,30720.0,30600.0,0.9999674489762703,0.9960613261287068
KsQs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsJs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsTs,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks9s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks8s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks7s,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks6s,30720.0,9437.0,0.9999674489762703,0.307184010937144
Ks5s,30720.0,7.0,0.9999674489762703,2.278571661078741E-4
Ks4s,30720.0,5.0,0.9999674489762703,1.627551186484815E-4
Ks3s,30720.0,4.0,0.9999674489762703,1.302040949187852E-4
Ks2s,30720.0,3.0,0.9999674489762703,9.76530711890889E-5
KsAc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsKc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsQc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsJc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsTc,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks9c,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks8c,30720.0,27.0,0.9999674489762703,8.788776407018001E-4
Ks7c,30720.0,6.0,0.9999674489762703,1.953061423781778E-4
Ks6c,30720.0,4.0,0.9999674489762703,1.302040949187852E-4
Ks5c,30720.0,3.0,0.9999674489762703,9.76530711890889E-5
Ks4c,30720.0,3.0,0.9999674489762703,9.76530711890889E-5
Ks3c,30662.0,2.0,0.998079489599948,6.51020474593926E-5
Ks2c,13.0,2.0,4.2316330848605186E-4,6.51020474593926E-5
KsAd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsKd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsQd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsJd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
KsTd,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks9d,30720.0,30720.0,0.9999674489762703,0.9999674489762703
Ks8d,30720.0,27.0,0.9999674489762703,8.788776407018001E-4
