Program Duration,8.77338514,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,602.0,602.0,0.9983416252072969,0.9983416252072969
AsQs,602.0,602.0,0.9983416252072969,0.9983416252072969
AsJs,602.0,602.0,0.9983416252072969,0.9983416252072969
AsTs,602.0,602.0,0.9983416252072969,0.9983416252072969
As9s,602.0,602.0,0.9983416252072969,0.9983416252072969
As8s,602.0,602.0,0.9983416252072969,0.9983416252072969
As7s,602.0,602.0,0.9983416252072969,0.9983416252072969
As6s,602.0,602.0,0.9983416252072969,0.9983416252072969
As5s,602.0,602.0,0.9983416252072969,0.9983416252072969
As4s,602.0,602.0,0.9983416252072969,0.9983416252072969
As3s,602.0,602.0,0.9983416252072969,0.9983416252072969
As2s,602.0,602.0,0.9983416252072969,0.9983416252072969
AsAc,602.0,602.0,0.9983416252072969,0.9983416252072969
AsKc,602.0,602.0,0.9983416252072969,0.9983416252072969
AsQc,602.0,602.0,0.9983416252072969,0.9983416252072969
AsJc,602.0,602.0,0.9983416252072969,0.9983416252072969
AsTc,602.0,602.0,0.9983416252072969,0.9983416252072969
As9c,602.0,602.0,0.9983416252072969,0.9983416252072969
As8c,602.0,602.0,0.9983416252072969,0.9983416252072969
As7c,602.0,602.0,0.9983416252072969,0.9983416252072969
As6c,602.0,602.0,0.9983416252072969,0.9983416252072969
As5c,602.0,602.0,0.9983416252072969,0.9983416252072969
As4c,602.0,602.0,0.9983416252072969,0.9983416252072969
As3c,602.0,602.0,0.9983416252072969,0.9983416252072969
As2c,602.0,602.0,0.9983416252072969,0.9983416252072969
AsAd,602.0,602.0,0.9983416252072969,0.9983416252072969
AsKd,602.0,602.0,0.9983416252072969,0.9983416252072969
AsQd,602.0,602.0,0.9983416252072969,0.9983416252072969
AsJd,602.0,602.0,0.9983416252072969,0.9983416252072969
AsTd,602.0,602.0,0.9983416252072969,0.9983416252072969
As9d,602.0,602.0,0.9983416252072969,0.9983416252072969
As8d,602.0,602.0,0.9983416252072969,0.9983416252072969
As7d,602.0,602.0,0.9983416252072969,0.9983416252072969
As6d,602.0,602.0,0.9983416252072969,0.9983416252072969
As5d,602.0,602.0,0.9983416252072969,0.9983416252072969
As4d,602.0,602.0,0.9983416252072969,0.9983416252072969
As3d,602.0,602.0,0.9983416252072969,0.9983416252072969
As2d,602.0,602.0,0.9983416252072969,0.9983416252072969
AsAh,602.0,602.0,0.9983416252072969,0.9983416252072969
AsKh,602.0,602.0,0.9983416252072969,0.9983416252072969
AsQh,602.0,602.0,0.9983416252072969,0.9983416252072969
AsJh,602.0,602.0,0.9983416252072969,0.9983416252072969
AsTh,602.0,602.0,0.9983416252072969,0.9983416252072969
As9h,602.0,602.0,0.9983416252072969,0.9983416252072969
As8h,602.0,602.0,0.9983416252072969,0.9983416252072969
As7h,602.0,602.0,0.9983416252072969,0.9983416252072969
As6h,602.0,602.0,0.9983416252072969,0.9983416252072969
As5h,602.0,602.0,0.9983416252072969,0.9983416252072969
As4h,602.0,602.0,0.9983416252072969,0.9983416252072969
As3h,602.0,602.0,0.9983416252072969,0.9983416252072969
As2h,602.0,602.0,0.9983416252072969,0.9983416252072969
KsQs,602.0,602.0,0.9983416252072969,0.9983416252072969
KsJs,602.0,602.0,0.9983416252072969,0.9983416252072969
KsTs,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks9s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks8s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks7s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks6s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks5s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks4s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks3s,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks2s,602.0,602.0,0.9983416252072969,0.9983416252072969
KsAc,602.0,602.0,0.9983416252072969,0.9983416252072969
KsKc,602.0,602.0,0.9983416252072969,0.9983416252072969
KsQc,602.0,602.0,0.9983416252072969,0.9983416252072969
KsJc,602.0,602.0,0.9983416252072969,0.9983416252072969
KsTc,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks9c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks8c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks7c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks6c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks5c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks4c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks3c,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks2c,602.0,36.0,0.9983416252072969,0.05970149253731343
KsAd,602.0,602.0,0.9983416252072969,0.9983416252072969
KsKd,602.0,602.0,0.9983416252072969,0.9983416252072969
KsQd,602.0,602.0,0.9983416252072969,0.9983416252072969
KsJd,602.0,602.0,0.9983416252072969,0.9983416252072969
KsTd,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks9d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks8d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks7d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks6d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks5d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks4d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks3d,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks2d,602.0,36.0,0.9983416252072969,0.05970149253731343
KsAh,602.0,602.0,0.9983416252072969,0.9983416252072969
KsKh,602.0,602.0,0.9983416252072969,0.9983416252072969
KsQh,602.0,602.0,0.9983416252072969,0.9983416252072969
KsJh,602.0,602.0,0.9983416252072969,0.9983416252072969
KsTh,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks9h,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks8h,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks7h,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks6h,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks5h,602.0,602.0,0.9983416252072969,0.9983416252072969
Ks4h,602.0,602.0,0.9983416252072969,0.9983416252072969
