Program Duration,0.7027944783333333

Hand,P1 - F,P2 - F,P1 - S,P2 - S
6s5s,64.0,1.0,0.9552238805970149,0.014925373134328358
6s4s,58.0,1.0,0.8656716417910447,0.014925373134328358
6s3s,40.0,1.0,0.5970149253731343,0.014925373134328358
6s2s,1.0,1.0,0.014925373134328358,0.014925373134328358
6sAc,67.0,67.0,1.0,1.0
6sKc,67.0,67.0,1.0,1.0
6sQc,67.0,4.0,1.0,0.05970149253731343
6sJc,2.0,1.0,0.029850746268656716,0.014925373134328358
6sTc,1.0,1.0,0.014925373134328358,0.014925373134328358
6s9c,1.0,1.0,0.014925373134328358,0.014925373134328358
6s8c,1.0,1.0,0.014925373134328358,0.014925373134328358
6s7c,1.0,1.0,0.014925373134328358,0.014925373134328358
6s6c,67.0,67.0,1.0,1.0
6s5c,1.0,1.0,0.014925373134328358,0.014925373134328358
6s4c,1.0,1.0,0.014925373134328358,0.014925373134328358
6s3c,1.0,1.0,0.014925373134328358,0.014925373134328358
6s2c,1.0,1.0,0.014925373134328358,0.014925373134328358
6sAd,67.0,67.0,1.0,1.0
6sKd,67.0,67.0,1.0,1.0
6sQd,67.0,4.0,1.0,0.05970149253731343
6sJd,2.0,1.0,0.029850746268656716,0.014925373134328358
6sTd,1.0,1.0,0.014925373134328358,0.014925373134328358
6s9d,1.0,1.0,0.014925373134328358,0.014925373134328358
6s8d,1.0,1.0,0.014925373134328358,0.014925373134328358
6s7d,1.0,1.0,0.014925373134328358,0.014925373134328358
6s6d,67.0,67.0,1.0,1.0
6s5d,1.0,1.0,0.014925373134328358,0.014925373134328358
6s4d,1.0,1.0,0.014925373134328358,0.014925373134328358
6s3d,1.0,1.0,0.014925373134328358,0.014925373134328358
6s2d,1.0,1.0,0.014925373134328358,0.014925373134328358
6sAh,67.0,67.0,1.0,1.0
6sKh,67.0,67.0,1.0,1.0
6sQh,67.0,4.0,1.0,0.05970149253731343
6sJh,2.0,1.0,0.029850746268656716,0.014925373134328358
6sTh,1.0,1.0,0.014925373134328358,0.014925373134328358
6s9h,1.0,1.0,0.014925373134328358,0.014925373134328358
