,P1 Freq,P2 Freq,P1 Strat,P2 Strat
7c3c,1,0,0.001905,0.000000
7c2c,1,0,0.001905,0.000000
7cAd,525,525,1.000000,1.000000
7cKd,525,525,1.000000,1.000000
7cQd,525,4,1.000000,0.007619
7cJd,1,2,0.001905,0.003810
7cTd,30,1,0.057143,0.001905
7c9d,509,1,0.969524,0.001905
7c8d,512,0,0.975238,0.000000
7c7d,525,525,1.000000,1.000000
7c6d,1,0,0.001905,0.000000
7c5d,1,0,0.001905,0.000000
7c4d,1,0,0.001905,0.000000
7c3d,1,0,0.001905,0.000000
7c2d,1,0,0.001905,0.000000
7cAh,525,525,1.000000,1.000000
7cKh,525,525,1.000000,1.000000
7cQh,525,4,1.000000,0.007619
7cJh,1,2,0.001905,0.003810
7cTh,31,1,0.059048,0.001905
7c9h,509,1,0.969524,0.001905
7c8h,512,1,0.975238,0.001905
7c7h,525,525,1.000000,1.000000
7c6h,1,0,0.001905,0.000000
7c5h,1,0,0.001905,0.000000
7c4h,1,0,0.001905,0.000000
7c3h,1,0,0.001905,0.000000
7c2h,1,0,0.001905,0.000000
6c5c,523,0,0.996190,0.000000
6c4c,519,0,0.988571,0.000000
6c3c,509,0,0.969524,0.000000
6c2c,1,0,0.001905,0.000000
6cAd,525,525,1.000000,1.000000
6cKd,525,525,1.000000,1.000000
6cQd,525,3,1.000000,0.005714
6cJd,1,1,0.001905,0.001905
6cTd,1,1,0.001905,0.001905
6c9d,1,0,0.001905,0.000000
6c8d,1,0,0.001905,0.000000
6c7d,1,0,0.001905,0.000000
6c6d,525,525,1.000000,1.000000
6c5d,1,0,0.001905,0.000000
6c4d,1,0,0.001905,0.000000
6c3d,1,0,0.001905,0.000000
6c2d,1,0,0.001905,0.000000
6cAh,525,525,1.000000,1.000000
6cKh,525,525,1.000000,1.000000
6cQh,525,3,1.000000,0.005714
6cJh,1,1,0.001905,0.001905
6cTh,1,1,0.001905,0.001905
6c9h,1,0,0.001905,0.000000
6c8h,1,0,0.001905,0.000000
6c7h,1,0,0.001905,0.000000
6c6h,525,525,1.000000,1.000000
6c5h,1,0,0.001905,0.000000
6c4h,1,0,0.001905,0.000000
6c3h,1,0,0.001905,0.000000
6c2h,1,0,0.001905,0.000000
5c4c,521,0,0.992381,0.000000
5c3c,515,0,0.980952,0.000000
5c2c,1,0,0.001905,0.000000
5cAd,525,525,1.000000,1.000000
5cKd,525,525,1.000000,1.000000
5cQd,9,2,0.017143,0.003810
5cJd,1,1,0.001905,0.001905
5cTd,1,0,0.001905,0.000000
5c9d,1,0,0.001905,0.000000
5c8d,1,0,0.001905,0.000000
5c7d,1,0,0.001905,0.000000
5c6d,1,0,0.001905,0.000000
5c5d,525,525,1.000000,1.000000
5c4d,1,0,0.001905,0.000000
5c3d,1,0,0.001905,0.000000
5c2d,1,0,0.001905,0.000000
5cAh,525,525,1.000000,1.000000
5cKh,525,525,1.000000,1.000000
5cQh,10,2,0.019048,0.003810
5cJh,1,1,0.001905,0.001905
5cTh,1,0,0.001905,0.000000
5c9h,1,0,0.001905,0.000000
5c8h,1,0,0.001905,0.000000
5c7h,1,0,0.001905,0.000000
5c6h,1,0,0.001905,0.000000
5c5h,525,525,1.000000,1.000000
5c4h,1,0,0.001905,0.000000
5c3h,1,0,0.001905,0.000000
5c2h,1,0,0.001905,0.000000
4c3c,509,0,0.969524,0.000000
4c2c,1,0,0.001905,0.000000
4cAd,525,525,1.000000,1.000000
4cKd,525,525,1.000000,1.000000
4cQd,1,2,0.001905,0.003810
4cJd,1,1,0.001905,0.001905
4cTd,1,0,0.001905,0.000000
4c9d,1,0,0.001905,0.000000
4c8d,1,0,0.001905,0.000000
4c7d,1,0,0.001905,0.000000
4c6d,1,0,0.001905,0.000000
4c5d,1,0,0.001905,0.000000
4c4d,525,525,1.000000,1.000000
4c3d,1,0,0.001905,0.000000
4c2d,1,0,0.001905,0.000000
4cAh,525,525,1.000000,1.000000
4cKh,525,525,1.000000,1.000000
4cQh,1,2,0.001905,0.003810
4cJh,1,1,0.001905,0.001905
4cTh,1,0,0.001905,0.000000
4c9h,1,0,0.001905,0.000000
4c8h,1,0,0.001905,0.000000
4c7h,1,0,0.001905,0.000000
4c6h,1,0,0.001905,0.000000
4c5h,1,0,0.001905,0.000000
4c4h,525,525,1.000000,1.000000
4c3h,1,0,0.001905,0.000000
4c2h,1,0,0.001905,0.000000
3c2c,1,0,0.001905,0.000000
3cAd,525,525,1.000000,1.000000
3cKd,525,514,1.000000,0.979048
3cQd,1,1,0.001905,0.001905
3cJd,1,1,0.001905,0.001905
3cTd,1,0,0.001905,0.000000
3c9d,1,0,0.001905,0.000000
3c8d,1,0,0.001905,0.000000
3c7d,1,0,0.001905,0.000000
3c6d,1,0,0.001905,0.000000
3c5d,1,0,0.001905,0.000000
3c4d,1,0,0.001905,0.000000
3c3d,525,525,1.000000,1.000000
3c2d,1,0,0.001905,0.000000
3cAh,525,525,1.000000,1.000000
3cKh,525,514,1.000000,0.979048
3cQh,1,1,0.001905,0.001905
3cJh,1,1,0.001905,0.001905
3cTh,1,0,0.001905,0.000000
3c9h,1,0,0.001905,0.000000
3c8h,1,0,0.001905,0.000000
3c7h,1,0,0.001905,0.000000
3c6h,1,0,0.001905,0.000000
3c5h,1,0,0.001905,0.000000
3c4h,1,0,0.001905,0.000000
3c3h,525,525,1.000000,1.000000
3c2h,1,0,0.001905,0.000000
2cAd,525,525,1.000000,1.000000
2cKd,525,5,1.000000,0.009524
2cQd,1,1,0.001905,0.001905
2cJd,1,0,0.001905,0.000000
2cTd,1,0,0.001905,0.000000
2c9d,1,0,0.001905,0.000000
2c8d,1,0,0.001905,0.000000
2c7d,1,0,0.001905,0.000000
2c6d,1,0,0.001905,0.000000
2c5d,1,0,0.001905,0.000000
2c4d,1,0,0.001905,0.000000
2c3d,1,0,0.001905,0.000000
2c2d,525,525,1.000000,1.000000
2cAh,525,525,1.000000,1.000000
2cKh,525,5,1.000000,0.009524
2cQh,1,1,0.001905,0.001905
2cJh,1,0,0.001905,0.000000
2cTh,1,0,0.001905,0.000000
2c9h,1,0,0.001905,0.000000
2c8h,1,0,0.001905,0.000000
2c7h,1,0,0.001905,0.000000
2c6h,1,0,0.001905,0.000000
2c5h,1,0,0.001905,0.000000
2c4h,1,0,0.001905,0.000000
2c3h,1,0,0.001905,0.000000
2c2h,525,525,1.000000,1.000000
AdKd,525,525,1.000000,1.000000
AdQd,525,525,1.000000,1.000000
AdJd,525,525,1.000000,1.000000
AdTd,525,525,1.000000,1.000000
Ad9d,525,525,1.000000,1.000000
Ad8d,525,525,1.000000,1.000000
Ad7d,525,525,1.000000,1.000000
Ad6d,525,525,1.000000,1.000000
Ad5d,525,525,1.000000,1.000000
Ad4d,525,525,1.000000,1.000000
Ad3d,525,525,1.000000,1.000000
Ad2d,525,525,1.000000,1.000000
AdAh,525,525,1.000000,1.000000
AdKh,525,525,1.000000,1.000000
AdQh,525,525,1.000000,1.000000
AdJh,525,525,1.000000,1.000000
AdTh,525,525,1.000000,1.000000
Ad9h,525,525,1.000000,1.000000
Ad8h,525,525,1.000000,1.000000
Ad7h,525,525,1.000000,1.000000
Ad6h,525,525,1.000000,1.000000
Ad5h,525,525,1.000000,1.000000
Ad4h,525,525,1.000000,1.000000
Ad3h,525,525,1.000000,1.000000
Ad2h,525,525,1.000000,1.000000
KdQd,525,525,1.000000,1.000000
KdJd,525,525,1.000000,1.000000
KdTd,525,525,1.000000,1.000000
Kd9d,525,525,1.000000,1.000000
Kd8d,525,525,1.000000,1.000000
Kd7d,525,525,1.000000,1.000000
Kd6d,525,525,1.000000,1.000000
Kd5d,525,525,1.000000,1.000000
Kd4d,525,525,1.000000,1.000000
Kd3d,525,525,1.000000,1.000000
Kd2d,525,525,1.000000,1.000000
KdAh,525,525,1.000000,1.000000
KdKh,525,525,1.000000,1.000000
KdQh,525,525,1.000000,1.000000
KdJh,525,525,1.000000,1.000000
KdTh,525,525,1.000000,1.000000
Kd9h,525,525,1.000000,1.000000
Kd8h,525,525,1.000000,1.000000
Kd7h,525,525,1.000000,1.000000
Kd6h,525,525,1.000000,1.000000
Kd5h,525,525,1.000000,1.000000
Kd4h,525,525,1.000000,1.000000
Kd3h,525,517,1.000000,0.984762
Kd2h,525,5,1.000000,0.009524
QdJd,525,525,1.000000,1.000000
QdTd,525,525,1.000000,1.000000
Qd9d,525,525,1.000000,1.000000
Qd8d,525,525,1.000000,1.000000
Qd7d,525,525,1.000000,1.000000
Qd6d,525,525,1.000000,1.000000
Qd5d,525,525,1.000000,1.000000
Qd4d,525,513,1.000000,0.977143
Qd3d,525,131,1.000000,0.249524
Qd2d,525,3,1.000000,0.005714
QdAh,525,525,1.000000,1.000000
QdKh,525,525,1.000000,1.000000
QdQh,525,525,1.000000,1.000000
QdJh,525,525,1.000000,1.000000
QdTh,525,525,1.000000,1.000000
Qd9h,525,525,1.000000,1.000000
Qd8h,525,511,1.000000,0.973333
Qd7h,525,3,1.000000,0.005714
Qd6h,525,3,1.000000,0.005714
Qd5h,525,2,1.000000,0.003810
Qd4h,519,2,0.988571,0.003810
Qd3h,1,1,0.001905,0.001905
Qd2h,1,1,0.001905,0.001905
JdTd,525,525,1.000000,1.000000
Jd9d,525,525,1.000000,1.000000
Jd8d,525,525,1.000000,1.000000
Jd7d,525,254,1.000000,0.483810
Jd6d,525,3,1.000000,0.005714
Jd5d,525,3,1.000000,0.005714
Jd4d,525,2,1.000000,0.003810
Jd3d,525,1,1.000000,0.001905
Jd2d,525,1,1.000000,0.001905
JdAh,525,525,1.000000,1.000000
JdKh,525,525,1.000000,1.000000
JdQh,525,525,1.000000,1.000000
JdJh,525,525,1.000000,1.000000
JdTh,525,525,1.000000,1.000000
Jd9h,525,496,1.000000,0.944762
Jd8h,525,3,1.000000,0.005714
Jd7h,413,2,0.786667,0.003810
Jd6h,1,1,0.001905,0.001905
Jd5h,1,1,0.001905,0.001905
Jd4h,1,1,0.001905,0.001905
Jd3h,1,1,0.001905,0.001905
Jd2h,1,0,0.001905,0.000000
Td9d,525,525,1.000000,1.000000
Td8d,525,516,1.000000,0.982857
Td7d,525,3,1.000000,0.005714
Td6d,525,2,1.000000,0.003810
Td5d,523,1,0.996190,0.001905
Td4d,522,1,0.994286,0.001905
Td3d,520,1,0.990476,0.001905
Td2d,517,0,0.984762,0.000000
TdAh,525,525,1.000000,1.000000
TdKh,525,525,1.000000,1.000000
TdQh,525,525,1.000000,1.000000
TdJh,525,525,1.000000,1.000000
TdTh,525,525,1.000000,1.000000
Td9h,525,4,1.000000,0.007619
Td8h,520,2,0.990476,0.003810
Td7h,95,1,0.180952,0.001905
Td6h,1,1,0.001905,0.001905
Td5h,1,0,0.001905,0.000000
Td4h,1,0,0.001905,0.000000
Td3h,1,0,0.001905,0.000000
Td2h,1,0,0.001905,0.000000
9d8d,525,7,1.000000,0.013333
9d7d,525,3,1.000000,0.005714
9d6d,525,1,1.000000,0.001905
9d5d,522,1,0.994286,0.001905
9d4d,518,0,0.986667,0.000000
9d3d,515,0,0.980952,0.000000
9d2d,507,0,0.965714,0.000000
9dAh,525,525,1.000000,1.000000
9dKh,525,525,1.000000,1.000000
9dQh,525,525,1.000000,1.000000
9dJh,525,509,1.000000,0.969524
9dTh,525,4,1.000000,0.007619
9d9h,525,525,1.000000,1.000000
9d8h,519,1,0.988571,0.001905
9d7h,504,1,0.960000,0.001905
9d6h,1,0,0.001905,0.000000
9d5h,1,0,0.001905,0.000000
9d4h,1,0,0.001905,0.000000
9d3h,1,0,0.001905,0.000000
9d2h,1,0,0.001905,0.000000
8d7d,525,2,1.000000,0.003810
8d6d,525,1,1.000000,0.001905
8d5d,522,0,0.994286,0.000000
8d4d,518,0,0.986667,0.000000
8d3d,270,0,0.514286,0.000000
8d2d,1,0,0.001905,0.000000
8dAh,525,525,1.000000,1.000000
8dKh,525,525,1.000000,1.000000
8dQh,525,525,1.000000,1.000000
8dJh,525,3,1.000000,0.005714
8dTh,519,2,0.988571,0.003810
8d9h,519,1,0.988571,0.001905
8d8h,525,525,1.000000,1.000000
8d7h,510,1,0.971429,0.001905
8d6h,1,0,0.001905,0.000000
8d5h,1,0,0.001905,0.000000
8d4h,1,0,0.001905,0.000000
8d3h,1,0,0.001905,0.000000
8d2h,1,0,0.001905,0.000000
7d6d,525,1,1.000000,0.001905
7d5d,523,0,0.996190,0.000000
7d4d,518,0,0.986667,0.000000
7d3d,1,0,0.001905,0.000000
7d2d,1,0,0.001905,0.000000
7dAh,525,525,1.000000,1.000000
7dKh,525,525,1.000000,1.000000
7dQh,525,4,1.000000,0.007619
7dJh,1,2,0.001905,0.003810
7dTh,31,1,0.059048,0.001905
7d9h,509,1,0.969524,0.001905
7d8h,512,1,0.975238,0.001905
7d7h,525,525,1.000000,1.000000
7d6h,1,0,0.001905,0.000000
7d5h,1,0,0.001905,0.000000
7d4h,1,0,0.001905,0.000000
7d3h,1,0,0.001905,0.000000
7d2h,1,0,0.001905,0.000000
6d5d,523,0,0.996190,0.000000
6d4d,519,0,0.988571,0.000000
6d3d,509,0,0.969524,0.000000
6d2d,1,0,0.001905,0.000000
6dAh,525,525,1.000000,1.000000
6dKh,525,525,1.000000,1.000000
6dQh,525,3,1.000000,0.005714
6dJh,1,1,0.001905,0.001905
6dTh,1,1,0.001905,0.001905
6d9h,1,0,0.001905,0.000000
6d8h,1,0,0.001905,0.000000
6d7h,1,0,0.001905,0.000000
6d6h,525,525,1.000000,1.000000
6d5h,1,0,0.001905,0.000000
6d4h,1,0,0.001905,0.000000
6d3h,1,0,0.001905,0.000000
6d2h,1,0,0.001905,0.000000
5d4d,521,0,0.992381,0.000000
5d3d,515,0,0.980952,0.000000
5d2d,1,0,0.001905,0.000000
5dAh,525,525,1.000000,1.000000
5dKh,525,525,1.000000,1.000000
5dQh,10,2,0.019048,0.003810
5dJh,1,1,0.001905,0.001905
5dTh,1,0,0.001905,0.000000
5d9h,1,0,0.001905,0.000000
5d8h,1,0,0.001905,0.000000
5d7h,1,0,0.001905,0.000000
5d6h,1,0,0.001905,0.000000
5d5h,525,525,1.000000,1.000000
5d4h,1,0,0.001905,0.000000
5d3h,1,0,0.001905,0.000000
5d2h,1,0,0.001905,0.000000
4d3d,509,0,0.969524,0.000000
4d2d,1,0,0.001905,0.000000
4dAh,525,525,1.000000,1.000000
4dKh,525,525,1.000000,1.000000
4dQh,1,2,0.001905,0.003810
4dJh,1,1,0.001905,0.001905
4dTh,1,0,0.001905,0.000000
4d9h,1,0,0.001905,0.000000
4d8h,1,0,0.001905,0.000000
4d7h,1,0,0.001905,0.000000
4d6h,1,0,0.001905,0.000000
4d5h,1,0,0.001905,0.000000
4d4h,525,525,1.000000,1.000000
4d3h,1,0,0.001905,0.000000
4d2h,1,0,0.001905,0.000000
3d2d,1,0,0.001905,0.000000
3dAh,525,525,1.000000,1.000000
3dKh,525,514,1.000000,0.979048
3dQh,1,1,0.001905,0.001905
3dJh,1,1,0.001905,0.001905
3dTh,1,0,0.001905,0.000000
3d9h,1,0,0.001905,0.000000
3d8h,1,0,0.001905,0.000000
3d7h,1,0,0.001905,0.000000
3d6h,1,0,0.001905,0.000000
3d5h,1,0,0.001905,0.000000
3d4h,1,0,0.001905,0.000000
3d3h,525,525,1.000000,1.000000
3d2h,1,0,0.001905,0.000000
2dAh,525,525,1.000000,1.000000
2dKh,525,5,1.000000,0.009524
2dQh,1,1,0.001905,0.001905
2dJh,1,0,0.001905,0.000000
2dTh,1,0,0.001905,0.000000
2d9h,1,0,0.001905,0.000000
2d8h,1,0,0.001905,0.000000
2d7h,1,0,0.001905,0.000000
2d6h,1,0,0.001905,0.000000
2d5h,1,0,0.001905,0.000000
2d4h,1,0,0.001905,0.000000
2d3h,1,0,0.001905,0.000000
2d2h,525,525,1.000000,1.000000
AhKh,525,525,1.000000,1.000000
AhQh,525,525,1.000000,1.000000
AhJh,525,525,1.000000,1.000000
AhTh,525,525,1.000000,1.000000
Ah9h,525,525,1.000000,1.000000
Ah8h,525,525,1.000000,1.000000
Ah7h,525,525,1.000000,1.000000
Ah6h,525,525,1.000000,1.000000
Ah5h,525,525,1.000000,1.000000
Ah4h,525,525,1.000000,1.000000
Ah3h,525,525,1.000000,1.000000
Ah2h,525,525,1.000000,1.000000
KhQh,525,525,1.000000,1.000000
KhJh,525,525,1.000000,1.000000
KhTh,525,525,1.000000,1.000000
Kh9h,525,525,1.000000,1.000000
Kh8h,525,525,1.000000,1.000000
Kh7h,525,525,1.000000,1.000000
Kh6h,525,525,1.000000,1.000000
Kh5h,525,525,1.000000,1.000000
Kh4h,525,525,1.000000,1.000000
Kh3h,525,525,1.000000,1.000000
Kh2h,525,525,1.000000,1.000000
QhJh,525,525,1.000000,1.000000
QhTh,525,525,1.000000,1.000000
Qh9h,525,525,1.000000,1.000000
Qh8h,525,525,1.000000,1.000000
Qh7h,525,525,1.000000,1.000000
Qh6h,525,525,1.000000,1.000000
Qh5h,525,525,1.000000,1.000000
Qh4h,525,513,1.000000,0.977143
Qh3h,525,131,1.000000,0.249524
Qh2h,525,3,1.000000,0.005714
JhTh,525,525,1.000000,1.000000
Jh9h,525,525,1.000000,1.000000
Jh8h,525,525,1.000000,1.000000
Jh7h,525,275,1.000000,0.523810
Jh6h,525,3,1.000000,0.005714
Jh5h,525,3,1.000000,0.005714
Jh4h,525,2,1.000000,0.003810
Jh3h,525,1,1.000000,0.001905
Jh2h,525,1,1.000000,0.001905
Th9h,525,525,1.000000,1.000000
Th8h,525,516,1.000000,0.982857
Th7h,525,3,1.000000,0.005714
Th6h,525,2,1.000000,0.003810
Th5h,523,1,0.996190,0.001905
Th4h,522,1,0.994286,0.001905
Th3h,520,1,0.990476,0.001905
Th2h,517,0,0.984762,0.000000
9h8h,525,7,1.000000,0.013333
9h7h,525,3,1.000000,0.005714
9h6h,525,1,1.000000,0.001905
9h5h,522,1,0.994286,0.001905
9h4h,518,0,0.986667,0.000000
9h3h,515,0,0.980952,0.000000
9h2h,507,0,0.965714,0.000000
8h7h,525,2,1.000000,0.003810
8h6h,525,1,1.000000,0.001905
8h5h,522,0,0.994286,0.000000
8h4h,518,0,0.986667,0.000000
8h3h,270,0,0.514286,0.000000
8h2h,1,0,0.001905,0.000000
7h6h,525,1,1.000000,0.001905
7h5h,523,0,0.996190,0.000000
7h4h,518,0,0.986667,0.000000
7h3h,1,0,0.001905,0.000000
7h2h,1,0,0.001905,0.000000
6h5h,523,0,0.996190,0.000000
6h4h,519,0,0.988571,0.000000
6h3h,509,0,0.969524,0.000000
6h2h,1,0,0.001905,0.000000
5h4h,521,0,0.992381,0.000000
5h3h,515,0,0.980952,0.000000
5h2h,1,0,0.001905,0.000000
4h3h,509,0,0.969524,0.000000
4h2h,1,0,0.001905,0.000000
3h2h,1,0,0.001905,0.000000
