Program Duration,1577.9922750716667,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsQs,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsJs,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsTs,134371.0,134371.0,0.9999925579733873,0.9999925579733873
As9s,134371.0,41.0,0.9999925579733873,3.051230911201738E-4
As8s,134371.0,24.0,0.9999925579733873,1.7860863870449201E-4
As7s,134371.0,16.0,0.9999925579733873,1.1907242580299467E-4
As6s,133707.0,12.0,0.9950510523025631,8.930431935224601E-5
As5s,134371.0,11.0,0.9999925579733873,8.186229273955884E-5
As4s,134292.0,9.0,0.999404637870985,6.697823951418451E-5
As3s,133664.0,8.0,0.9947310451582175,5.9536212901497336E-5
As2s,13.0,7.0,9.674634596493317E-5,5.209418628881017E-5
AsAc,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsKc,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsQc,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsJc,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsTc,134371.0,77275.0,0.9999925579733873,0.5750826064954008
As9c,223.0,22.0,0.0016595719346292382,1.6372458547911768E-4
As8c,34.0,14.0,2.530289048313637E-4,1.0418837257762034E-4
As7c,16.0,9.0,1.1907242580299467E-4,6.697823951418451E-5
As6c,9.0,7.0,6.697823951418451E-5,5.209418628881017E-5
As5c,9.0,6.0,6.697823951418451E-5,4.4652159676123003E-5
As4c,7.0,5.0,5.209418628881017E-5,3.721013306343584E-5
As3c,5.0,4.0,3.721013306343584E-5,2.9768106450748668E-5
As2c,4.0,4.0,2.9768106450748668E-5,2.9768106450748668E-5
AsAd,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsKd,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsQd,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsJd,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsTd,134371.0,77275.0,0.9999925579733873,0.5750826064954008
As9d,223.0,22.0,0.0016595719346292382,1.6372458547911768E-4
As8d,34.0,14.0,2.530289048313637E-4,1.0418837257762034E-4
As7d,16.0,9.0,1.1907242580299467E-4,6.697823951418451E-5
As6d,9.0,7.0,6.697823951418451E-5,5.209418628881017E-5
As5d,9.0,6.0,6.697823951418451E-5,4.4652159676123003E-5
As4d,7.0,5.0,5.209418628881017E-5,3.721013306343584E-5
As3d,5.0,4.0,3.721013306343584E-5,2.9768106450748668E-5
As2d,4.0,4.0,2.9768106450748668E-5,2.9768106450748668E-5
AsAh,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsKh,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsQh,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsJh,134371.0,134371.0,0.9999925579733873,0.9999925579733873
AsTh,134371.0,77275.0,0.9999925579733873,0.5750826064954008
As9h,223.0,22.0,0.0016595719346292382,1.6372458547911768E-4
As8h,34.0,14.0,2.530289048313637E-4,1.0418837257762034E-4
As7h,16.0,9.0,1.1907242580299467E-4,6.697823951418451E-5
As6h,9.0,7.0,6.697823951418451E-5,5.209418628881017E-5
As5h,9.0,6.0,6.697823951418451E-5,4.4652159676123003E-5
As4h,7.0,5.0,5.209418628881017E-5,3.721013306343584E-5
As3h,5.0,4.0,3.721013306343584E-5,2.9768106450748668E-5
As2h,4.0,4.0,2.9768106450748668E-5,2.9768106450748668E-5
KsQs,134371.0,134126.0,0.9999925579733873,0.998169261453279
KsJs,134371.0,14.0,0.9999925579733873,1.0418837257762034E-4
KsTs,134371.0,10.0,0.9999925579733873,7.442026612687167E-5
Ks9s,134317.0,6.0,0.9995906885363022,4.4652159676123003E-5
Ks8s,134230.0,4.0,0.9989432322209985,2.9768106450748668E-5
Ks7s,34.0,4.0,2.530289048313637E-4,2.9768106450748668E-5
Ks6s,3.0,3.0,2.2326079838061502E-5,2.2326079838061502E-5
Ks5s,2.0,3.0,1.4884053225374334E-5,2.2326079838061502E-5
Ks4s,2.0,2.0,1.4884053225374334E-5,1.4884053225374334E-5
Ks3s,2.0,2.0,1.4884053225374334E-5,1.4884053225374334E-5
Ks2s,1.0,2.0,7.442026612687167E-6,1.4884053225374334E-5
KsAc,134371.0,134371.0,0.9999925579733873,0.9999925579733873
KsKc,134371.0,134371.0,0.9999925579733873,0.9999925579733873
KsQc,134371.0,12.0,0.9999925579733873,8.930431935224601E-5
KsJc,134345.0,8.0,0.9997990652814575,5.9536212901497336E-5
KsTc,55758.0,6.0,0.41495251987021103,4.4652159676123003E-5
Ks9c,4.0,4.0,2.9768106450748668E-5,2.9768106450748668E-5
Ks8c,2.0,3.0,1.4884053225374334E-5,2.2326079838061502E-5
Ks7c,2.0,2.0,1.4884053225374334E-5,1.4884053225374334E-5
Ks6c,2.0,2.0,1.4884053225374334E-5,1.4884053225374334E-5
Ks5c,1.0,2.0,7.442026612687167E-6,1.4884053225374334E-5
Ks4c,1.0,1.0,7.442026612687167E-6,7.442026612687167E-6
Ks3c,1.0,1.0,7.442026612687167E-6,7.442026612687167E-6
Ks2c,1.0,1.0,7.442026612687167E-6,7.442026612687167E-6
KsAd,134371.0,134371.0,0.9999925579733873,0.9999925579733873
KsKd,134371.0,134371.0,0.9999925579733873,0.9999925579733873
KsQd,134371.0,12.0,0.9999925579733873,8.930431935224601E-5
KsJd,134345.0,8.0,0.9997990652814575,5.9536212901497336E-5
