Program Duration,166.69026138166666,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,31291.0,31291.0,1.0,1.0
AsQs,31291.0,31291.0,1.0,1.0
AsJs,31291.0,31291.0,1.0,1.0
AsTs,31291.0,31291.0,1.0,1.0
As9s,31291.0,31291.0,1.0,1.0
As8s,31291.0,31291.0,1.0,1.0
As7s,31291.0,31291.0,1.0,1.0
As6s,31291.0,31291.0,1.0,1.0
As5s,31291.0,31291.0,1.0,1.0
As4s,31291.0,31291.0,1.0,1.0
As3s,31291.0,31291.0,1.0,1.0
As2s,31291.0,31291.0,1.0,1.0
AsAc,31291.0,31291.0,1.0,1.0
AsKc,31291.0,31291.0,1.0,1.0
AsQc,31291.0,31291.0,1.0,1.0
AsJc,31291.0,31291.0,1.0,1.0
AsTc,31291.0,31291.0,1.0,1.0
As9c,31291.0,31291.0,1.0,1.0
As8c,31291.0,31291.0,1.0,1.0
As7c,31291.0,31291.0,1.0,1.0
As6c,31291.0,31279.0,1.0,0.99961650314787
As5c,31291.0,31221.0,1.0,0.9977629350292416
As4c,31291.0,20.0,1.0,6.391614202166758E-4
As3c,31291.0,15.0,1.0,4.7937106516250677E-4
As2c,31291.0,11.0,1.0,3.5153878111917166E-4
AsAd,31291.0,31291.0,1.0,1.0
AsKd,31291.0,31291.0,1.0,1.0
AsQd,31291.0,31291.0,1.0,1.0
AsJd,31291.0,31291.0,1.0,1.0
AsTd,31291.0,31291.0,1.0,1.0
As9d,31291.0,31291.0,1.0,1.0
As8d,31291.0,31291.0,1.0,1.0
As7d,31291.0,31291.0,1.0,1.0
As6d,31291.0,31279.0,1.0,0.99961650314787
As5d,31291.0,31221.0,1.0,0.9977629350292416
As4d,31291.0,20.0,1.0,6.391614202166758E-4
As3d,31291.0,15.0,1.0,4.7937106516250677E-4
As2d,31291.0,11.0,1.0,3.5153878111917166E-4
AsAh,31291.0,31291.0,1.0,1.0
AsKh,31291.0,31291.0,1.0,1.0
AsQh,31291.0,31291.0,1.0,1.0
AsJh,31291.0,31291.0,1.0,1.0
AsTh,31291.0,31291.0,1.0,1.0
As9h,31291.0,31291.0,1.0,1.0
As8h,31291.0,31291.0,1.0,1.0
As7h,31291.0,31291.0,1.0,1.0
As6h,31291.0,31279.0,1.0,0.99961650314787
As5h,31291.0,31221.0,1.0,0.9977629350292416
As4h,31291.0,20.0,1.0,6.391614202166758E-4
As3h,31291.0,15.0,1.0,4.7937106516250677E-4
As2h,31291.0,11.0,1.0,3.5153878111917166E-4
KsQs,31291.0,31291.0,1.0,1.0
KsJs,31291.0,31291.0,1.0,1.0
KsTs,31291.0,31291.0,1.0,1.0
Ks9s,31291.0,31246.0,1.0,0.9985618868045125
Ks8s,31291.0,13.0,1.0,4.154549231408392E-4
Ks7s,31291.0,9.0,1.0,2.8762263909750405E-4
Ks6s,31291.0,7.0,1.0,2.237064970758365E-4
Ks5s,31291.0,6.0,1.0,1.9174842606500272E-4
Ks4s,31291.0,5.0,1.0,1.5979035505416894E-4
Ks3s,496.0,4.0,0.01585120322137356,1.2783228404333514E-4
Ks2s,7.0,3.0,2.237064970758365E-4,9.587421303250136E-5
KsAc,31291.0,31291.0,1.0,1.0
KsKc,31291.0,31291.0,1.0,1.0
KsQc,31291.0,31291.0,1.0,1.0
KsJc,31291.0,31291.0,1.0,1.0
KsTc,31291.0,31288.0,1.0,0.9999041257869675
Ks9c,31291.0,11.0,1.0,3.5153878111917166E-4
Ks8c,18.0,6.0,5.752452781950081E-4,1.9174842606500272E-4
Ks7c,10.0,5.0,3.195807101083379E-4,1.5979035505416894E-4
Ks6c,7.0,4.0,2.237064970758365E-4,1.2783228404333514E-4
Ks5c,5.0,3.0,1.5979035505416894E-4,9.587421303250136E-5
