Program Duration,222.01870583166667,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,43285.0,43285.0,1.0,1.0
AsQs,43285.0,43285.0,1.0,1.0
AsJs,43285.0,43285.0,1.0,1.0
AsTs,43285.0,43285.0,1.0,1.0
As9s,43285.0,78.0,1.0,0.0018020099341573294
As8s,43285.0,41.0,1.0,9.472103500057756E-4
As7s,43285.0,27.0,1.0,6.237726695159986E-4
As6s,42339.0,18.0,0.9781448538754764,4.1584844634399905E-4
As5s,43285.0,18.0,1.0,4.1584844634399905E-4
As4s,43149.0,14.0,0.9968580339609564,3.2343768048977704E-4
As3s,42167.0,12.0,0.9741711909437449,2.7723229756266605E-4
As2s,23.0,10.0,5.313619036617766E-4,2.3102691463555504E-4
AsAc,43285.0,43285.0,1.0,1.0
AsKc,43285.0,43285.0,1.0,1.0
AsQc,43285.0,43285.0,1.0,1.0
AsJc,43285.0,43285.0,1.0,1.0
AsTc,43285.0,24946.0,1.0,0.5763197412498556
As9c,340.0,38.0,0.007854915097608871,8.779022756151091E-4
As8c,60.0,23.0,0.0013861614878133302,5.313619036617766E-4
As7c,29.0,15.0,6.699780524431096E-4,3.4654037195333255E-4
As6c,17.0,10.0,3.927457548804436E-4,2.3102691463555504E-4
As5c,17.0,10.0,3.927457548804436E-4,2.3102691463555504E-4
As4c,12.0,8.0,2.7723229756266605E-4,1.8482153170844404E-4
As3c,10.0,6.0,2.3102691463555504E-4,1.3861614878133303E-4
As2c,8.0,5.0,1.8482153170844404E-4,1.1551345731777752E-4
AsAd,43285.0,43285.0,1.0,1.0
AsKd,43285.0,43285.0,1.0,1.0
AsQd,43285.0,43285.0,1.0,1.0
AsJd,43285.0,43285.0,1.0,1.0
AsTd,43285.0,24946.0,1.0,0.5763197412498556
As9d,340.0,38.0,0.007854915097608871,8.779022756151091E-4
As8d,60.0,23.0,0.0013861614878133302,5.313619036617766E-4
As7d,29.0,15.0,6.699780524431096E-4,3.4654037195333255E-4
As6d,17.0,10.0,3.927457548804436E-4,2.3102691463555504E-4
As5d,17.0,10.0,3.927457548804436E-4,2.3102691463555504E-4
As4d,12.0,8.0,2.7723229756266605E-4,1.8482153170844404E-4
As3d,10.0,6.0,2.3102691463555504E-4,1.3861614878133303E-4
As2d,8.0,5.0,1.8482153170844404E-4,1.1551345731777752E-4
AsAh,43285.0,43285.0,1.0,1.0
AsKh,43285.0,43285.0,1.0,1.0
AsQh,43285.0,43285.0,1.0,1.0
AsJh,43285.0,43285.0,1.0,1.0
AsTh,43285.0,24946.0,1.0,0.5763197412498556
As9h,340.0,38.0,0.007854915097608871,8.779022756151091E-4
As8h,60.0,23.0,0.0013861614878133302,5.313619036617766E-4
As7h,29.0,15.0,6.699780524431096E-4,3.4654037195333255E-4
As6h,17.0,10.0,3.927457548804436E-4,2.3102691463555504E-4
As5h,17.0,10.0,3.927457548804436E-4,2.3102691463555504E-4
As4h,12.0,8.0,2.7723229756266605E-4,1.8482153170844404E-4
As3h,10.0,6.0,2.3102691463555504E-4,1.3861614878133303E-4
As2h,8.0,5.0,1.8482153170844404E-4,1.1551345731777752E-4
KsQs,43285.0,42908.0,1.0,0.9912902853182396
KsJs,43285.0,23.0,1.0,5.313619036617766E-4
KsTs,43285.0,16.0,1.0,3.6964306341688807E-4
Ks9s,43212.0,9.0,0.9983135035231604,2.0792422317199953E-4
Ks8s,43049.0,6.0,0.9945477648146009,1.3861614878133303E-4
