Program Duration,173.99575992333334,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,28033.0,603.0,1.0,0.021510362786715656
AsQs,7858.0,146.0,0.28031248885242394,0.005208147540398816
AsJs,3577.0,71.0,0.127599614739771,0.0025327292833446295
AsTs,2570.0,43.0,0.09167766560839011,0.0015339064673777333
As9s,27.0,26.0,9.63150572539507E-4,9.274783291121179E-4
As8s,19.0,19.0,6.777726251203938E-4,6.777726251203938E-4
As7s,15.0,15.0,5.350836514108373E-4,5.350836514108373E-4
As6s,12.0,11.0,4.2806692112866976E-4,3.9239467770128063E-4
As5s,1155.0,11.0,0.041201441158634465,3.9239467770128063E-4
As4s,10.0,10.0,3.567224342738915E-4,3.567224342738915E-4
As3s,8.0,8.0,2.853779474191132E-4,2.853779474191132E-4
As2s,7.0,7.0,2.4970570399172404E-4,2.4970570399172404E-4
AsAc,28033.0,28033.0,1.0,1.0
AsKc,23045.0,356.0,0.8220668497841829,0.012699318660150536
AsQc,120.0,100.0,0.004280669211286698,0.003567224342738915
AsJc,54.0,49.0,0.001926301145079014,0.0017479399279420682
AsTc,32.0,30.0,0.0011415117896764527,0.0010701673028216745
As9c,18.0,18.0,6.421003816930047E-4,6.421003816930047E-4
As8c,13.0,13.0,4.6373916455605895E-4,4.6373916455605895E-4
As7c,9.0,9.0,3.2105019084650236E-4,3.2105019084650236E-4
As6c,7.0,7.0,2.4970570399172404E-4,2.4970570399172404E-4
As5c,7.0,7.0,2.4970570399172404E-4,2.4970570399172404E-4
As4c,6.0,5.0,2.1403346056433488E-4,1.7836121713694575E-4
As3c,5.0,5.0,1.7836121713694575E-4,1.7836121713694575E-4
As2c,4.0,4.0,1.426889737095566E-4,1.426889737095566E-4
AsAd,28033.0,28033.0,1.0,1.0
AsKd,23045.0,356.0,0.8220668497841829,0.012699318660150536
AsQd,120.0,100.0,0.004280669211286698,0.003567224342738915
AsJd,54.0,49.0,0.001926301145079014,0.0017479399279420682
AsTd,32.0,30.0,0.0011415117896764527,0.0010701673028216745
As9d,18.0,18.0,6.421003816930047E-4,6.421003816930047E-4
As8d,13.0,13.0,4.6373916455605895E-4,4.6373916455605895E-4
As7d,9.0,9.0,3.2105019084650236E-4,3.2105019084650236E-4
As6d,7.0,7.0,2.4970570399172404E-4,2.4970570399172404E-4
As5d,7.0,7.0,2.4970570399172404E-4,2.4970570399172404E-4
As4d,6.0,5.0,2.1403346056433488E-4,1.7836121713694575E-4
As3d,5.0,5.0,1.7836121713694575E-4,1.7836121713694575E-4
As2d,4.0,4.0,1.426889737095566E-4,1.426889737095566E-4
AsAh,28033.0,28033.0,1.0,1.0
AsKh,23045.0,356.0,0.8220668497841829,0.012699318660150536
AsQh,120.0,100.0,0.004280669211286698,0.003567224342738915
