Program Duration,1.588756385,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,316.0,316.0,0.9968454258675079,0.9968454258675079
AsQs,316.0,316.0,0.9968454258675079,0.9968454258675079
AsJs,316.0,316.0,0.9968454258675079,0.9968454258675079
AsTs,316.0,316.0,0.9968454258675079,0.9968454258675079
As9s,316.0,316.0,0.9968454258675079,0.9968454258675079
As8s,316.0,316.0,0.9968454258675079,0.9968454258675079
As7s,316.0,316.0,0.9968454258675079,0.9968454258675079
As6s,316.0,316.0,0.9968454258675079,0.9968454258675079
As5s,316.0,316.0,0.9968454258675079,0.9968454258675079
As4s,316.0,316.0,0.9968454258675079,0.9968454258675079
As3s,316.0,316.0,0.9968454258675079,0.9968454258675079
As2s,316.0,316.0,0.9968454258675079,0.9968454258675079
AsAc,316.0,316.0,0.9968454258675079,0.9968454258675079
AsKc,316.0,316.0,0.9968454258675079,0.9968454258675079
AsQc,316.0,316.0,0.9968454258675079,0.9968454258675079
AsJc,316.0,316.0,0.9968454258675079,0.9968454258675079
AsTc,316.0,316.0,0.9968454258675079,0.9968454258675079
As9c,316.0,316.0,0.9968454258675079,0.9968454258675079
As8c,316.0,316.0,0.9968454258675079,0.9968454258675079
As7c,316.0,316.0,0.9968454258675079,0.9968454258675079
As6c,316.0,316.0,0.9968454258675079,0.9968454258675079
As5c,316.0,316.0,0.9968454258675079,0.9968454258675079
As4c,316.0,316.0,0.9968454258675079,0.9968454258675079
As3c,316.0,316.0,0.9968454258675079,0.9968454258675079
As2c,316.0,316.0,0.9968454258675079,0.9968454258675079
AsAd,316.0,316.0,0.9968454258675079,0.9968454258675079
AsKd,316.0,316.0,0.9968454258675079,0.9968454258675079
AsQd,316.0,316.0,0.9968454258675079,0.9968454258675079
AsJd,316.0,316.0,0.9968454258675079,0.9968454258675079
AsTd,316.0,316.0,0.9968454258675079,0.9968454258675079
As9d,316.0,316.0,0.9968454258675079,0.9968454258675079
As8d,316.0,316.0,0.9968454258675079,0.9968454258675079
As7d,316.0,316.0,0.9968454258675079,0.9968454258675079
