Program Duration,370.87588569166667,mins

Hand,P1 - F,P2 - F,P1 - S,P2 - S
AsKs,983.0,549.0,0.04119347944516616,0.023006327787788626
AsQs,154.0,138.0,0.006453505426811381,0.005783011356493316
AsJs,71.0,68.0,0.002975317437036416,0.002849599798851779
AsTs,42.0,42.0,0.0017600469345849222,0.0017600469345849222
As9s,25.0,25.0,0.0010476469848719775,0.0010476469848719775
As8s,18.0,19.0,7.543058291078238E-4,7.962117085027029E-4
As7s,14.0,14.0,5.866823115283074E-4,5.866823115283074E-4
As6s,11.0,11.0,4.609646733436701E-4,4.609646733436701E-4
As5s,11.0,11.0,4.609646733436701E-4,4.609646733436701E-4
As4s,9.0,9.0,3.771529145539119E-4,3.771529145539119E-4
As3s,8.0,8.0,3.352470351590328E-4,3.352470351590328E-4
As2s,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
AsAc,23863.0,23863.0,1.0,1.0
AsKc,450.0,326.0,0.018857645727695594,0.013661316682730587
AsQc,101.0,94.0,0.004232493818882789,0.003939152663118636
AsJc,49.0,47.0,0.002053388090349076,0.001969576331559318
AsTc,29.0,29.0,0.0012152705024514939,0.0012152705024514939
As9c,17.0,17.0,7.123999497129447E-4,7.123999497129447E-4
As8c,12.0,12.0,5.028705527385493E-4,5.028705527385493E-4
As7c,9.0,9.0,3.771529145539119E-4,3.771529145539119E-4
As6c,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
As5c,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
As4c,5.0,5.0,2.0952939697439551E-4,2.0952939697439551E-4
As3c,5.0,5.0,2.0952939697439551E-4,2.0952939697439551E-4
As2c,4.0,4.0,1.676235175795164E-4,1.676235175795164E-4
AsAd,23863.0,23863.0,1.0,1.0
AsKd,450.0,326.0,0.018857645727695594,0.013661316682730587
AsQd,101.0,94.0,0.004232493818882789,0.003939152663118636
AsJd,49.0,47.0,0.002053388090349076,0.001969576331559318
AsTd,29.0,29.0,0.0012152705024514939,0.0012152705024514939
As9d,17.0,17.0,7.123999497129447E-4,7.123999497129447E-4
As8d,12.0,12.0,5.028705527385493E-4,5.028705527385493E-4
As7d,9.0,9.0,3.771529145539119E-4,3.771529145539119E-4
As6d,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
As5d,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
As4d,5.0,5.0,2.0952939697439551E-4,2.0952939697439551E-4
As3d,5.0,5.0,2.0952939697439551E-4,2.0952939697439551E-4
As2d,4.0,4.0,1.676235175795164E-4,1.676235175795164E-4
AsAh,23863.0,23863.0,1.0,1.0
AsKh,450.0,326.0,0.018857645727695594,0.013661316682730587
AsQh,101.0,94.0,0.004232493818882789,0.003939152663118636
AsJh,49.0,47.0,0.002053388090349076,0.001969576331559318
AsTh,29.0,29.0,0.0012152705024514939,0.0012152705024514939
As9h,17.0,17.0,7.123999497129447E-4,7.123999497129447E-4
As8h,12.0,12.0,5.028705527385493E-4,5.028705527385493E-4
As7h,9.0,9.0,3.771529145539119E-4,3.771529145539119E-4
As6h,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
As5h,7.0,7.0,2.933411557641537E-4,2.933411557641537E-4
As4h,5.0,5.0,2.0952939697439551E-4,2.0952939697439551E-4
